Upload Date,Title,View Count,,Download link
20150916,香港最後一個人力車伕　拉車47年最怕自由行,5395,,https://yt1s.com/youtube-to-mp4/en11?q=https%3A//www.youtube.com/watch%3Fv%3Ddwkfj_q1iLM,https://www.youtube.com/watch?v=dwkfj_q1iLM
20150916,營養師推介入秋輕食　簡易自製助腸胃健康,656,,https://yt1s.com/youtube-to-mp4/en11?q=https%3A//www.youtube.com/watch%3Fv%3DmT_osDe7Zgc,https://www.youtube.com/watch?v=mT_osDe7Zgc
20150916,英國直擊暗黑版迪士尼　零距離同黑面員工自拍玩遊戲,427493,,https://yt1s.com/youtube-to-mp4/en11?q=https%3A//www.youtube.com/watch%3Fv%3DmwJaU05N5iY,https://www.youtube.com/watch?v=mwJaU05N5iY
20150916,兩代點心師傅傳承手藝　慨嘆少人入行恐文化失傳,50688,,https://yt1s.com/youtube-to-mp4/en11?q=https%3A//www.youtube.com/watch%3Fv%3DrDlr1ikm-VE,https://www.youtube.com/watch?v=rDlr1ikm-VE
20150916,貝安琪教揀化妝掃　示範如何化出輪廓,1542,,https://yt1s.com/youtube-to-mp4/en11?q=https%3A//www.youtube.com/watch%3Fv%3DuQLAqJsqGiQ,https://www.youtube.com/watch?v=uQLAqJsqGiQ
20150917,講是非可增進感情　交換情報打工仔要識,881,,https://yt1s.com/youtube-to-mp4/en11?q=https%3A//www.youtube.com/watch%3Fv%3D0k2l0eH5QWQ,https://www.youtube.com/watch?v=0k2l0eH5QWQ
20150917,實試慢磨機榨果汁　冷壓榨減氧化保原味,92376,,https://yt1s.com/youtube-to-mp4/en11?q=https%3A//www.youtube.com/watch%3Fv%3D65vBl1YYWgY,https://www.youtube.com/watch?v=65vBl1YYWgY
20150917,使用手機習慣男女大不同　邊種最乞你憎？,1316,,https://yt1s.com/youtube-to-mp4/en11?q=https%3A//www.youtube.com/watch%3Fv%3DEhIgbDtHnEs,https://www.youtube.com/watch?v=EhIgbDtHnEs
20150917,殺入元朗新場Yoho Mall　食反傳統鐵板脆底小籠包,48412,,https://yt1s.com/youtube-to-mp4/en11?q=https%3A//www.youtube.com/watch%3Fv%3DSEIfFO8m7yU,https://www.youtube.com/watch?v=SEIfFO8m7yU
20150917,【德國車展】平治科幻王會伸尾　造就全球最低風阻,5220,,https://yt1s.com/youtube-to-mp4/en11?q=https%3A//www.youtube.com/watch%3Fv%3DSVLLr1PTzZo,https://www.youtube.com/watch?v=SVLLr1PTzZo
20150917,日本搶試Z5系列新機　4K大芒完勝G4,1750,,https://yt1s.com/youtube-to-mp4/en11?q=https%3A//www.youtube.com/watch%3Fv%3DSkeM5KWg6EM,https://www.youtube.com/watch?v=SkeM5KWg6EM
20150917,80名學生赴日學耕田　還地於農與自然共生,576,,https://yt1s.com/youtube-to-mp4/en11?q=https%3A//www.youtube.com/watch%3Fv%3DmAlrUCjvpnY,https://www.youtube.com/watch?v=mAlrUCjvpnY
20150917,iPhone 6回收價更穩定　好過買iPhone 6s？,4159,,https://yt1s.com/youtube-to-mp4/en11?q=https%3A//www.youtube.com/watch%3Fv%3DrO39ZxCT-e4,https://www.youtube.com/watch?v=rO39ZxCT-e4
20150918,抗爭撐港視嚇怕電視台　無業編導無悔走在最前,761,,https://yt1s.com/youtube-to-mp4/en11?q=https%3A//www.youtube.com/watch%3Fv%3DAMWQGzYMW5c,https://www.youtube.com/watch?v=AMWQGzYMW5c
20150918,新界養魚戶組導賞團　守護魚塘頑抗發展魔爪,820,,https://yt1s.com/youtube-to-mp4/en11?q=https%3A//www.youtube.com/watch%3Fv%3DGY2t_ENBVS4,https://www.youtube.com/watch?v=GY2t_ENBVS4
20150918,大學生起公廁化糞為肥　與村民打造首條農業教育村,506,,https://yt1s.com/youtube-to-mp4/en11?q=https%3A//www.youtube.com/watch%3Fv%3DNFTO1m_uqNQ,https://www.youtube.com/watch?v=NFTO1m_uqNQ
20150918,50年蛋莊老闆教揀靚蛋　漏油鹹蛋松花皮蛋最正,5753,,https://yt1s.com/youtube-to-mp4/en11?q=https%3A//www.youtube.com/watch%3Fv%3DPBqSidiouT0,https://www.youtube.com/watch?v=PBqSidiouT0
20150918,東京遊戲展直擊試玩　VR無雙第一身橫掃千軍,12812,,https://yt1s.com/youtube-to-mp4/en11?q=https%3A//www.youtube.com/watch%3Fv%3DRHWn_zYQss0,https://www.youtube.com/watch?v=RHWn_zYQss0
20150918,教堂屹立半山百年不變　基本法草擬律師憶舊時,351,,https://yt1s.com/youtube-to-mp4/en11?q=https%3A//www.youtube.com/watch%3Fv%3DZWqy0JEP2xU,https://www.youtube.com/watch?v=ZWqy0JEP2xU
20150918,山寨iPhone 6s Plus搶閘現身　指紋認證係人都解到？,60177,,https://yt1s.com/youtube-to-mp4/en11?q=https%3A//www.youtube.com/watch%3Fv%3DqWuJWzQiwr8,https://www.youtube.com/watch?v=qWuJWzQiwr8
20150918,先達店長評山寨iP6s+：95%像真，中招機會十分高！,57302,,https://yt1s.com/youtube-to-mp4/en11?q=https%3A//www.youtube.com/watch%3Fv%3DrrE_ro-ztFg,https://www.youtube.com/watch?v=rrE_ro-ztFg
20150918,狂熱球迷撐港隊不計勝敗　李德能：本土認同程度比以往高,1251,,https://yt1s.com/youtube-to-mp4/en11?q=https%3A//www.youtube.com/watch%3Fv%3Dy4QdJki3uv0,https://www.youtube.com/watch?v=y4QdJki3uv0
20150919,觀塘重建拆走老字號　40年牛雜麵店轉戰崇仁街,139441,,https://yt1s.com/youtube-to-mp4/en11?q=https%3A//www.youtube.com/watch%3Fv%3D8icyJ5vpsFg,https://www.youtube.com/watch?v=8icyJ5vpsFg
20150919,退休媽媽車衣最強　手做口水肩連梁詠琪都捧場,4294,,https://yt1s.com/youtube-to-mp4/en11?q=https%3A//www.youtube.com/watch%3Fv%3DAtnEwH7kx1o,https://www.youtube.com/watch?v=AtnEwH7kx1o
20150919,危險！高仿iP6s+拆開睇　線路擺位易短路爆炸,24091,,https://yt1s.com/youtube-to-mp4/en11?q=https%3A//www.youtube.com/watch%3Fv%3DEH3pAsuUCd8,https://www.youtube.com/watch?v=EH3pAsuUCd8
20150919,80後夫婦上水圓夢開店　招牌一拉起絲「邪狗」,2418,,https://yt1s.com/youtube-to-mp4/en11?q=https%3A//www.youtube.com/watch%3Fv%3DH10bzap1htI,https://www.youtube.com/watch?v=H10bzap1htI
20150919,幫寵物施行急救　緊記檢查意識及氣道暢通,2409,,https://yt1s.com/youtube-to-mp4/en11?q=https%3A//www.youtube.com/watch%3Fv%3DUpHYZ2nY7pc,https://www.youtube.com/watch?v=UpHYZ2nY7pc
20150919,5大破綻分辨假iP6s+　還原系統原來係Android,62947,,https://yt1s.com/youtube-to-mp4/en11?q=https%3A//www.youtube.com/watch%3Fv%3DZqAMRoZQRes,https://www.youtube.com/watch?v=ZqAMRoZQRes
20150919,平治首款柴油MPV到港　車廂闊落老闆至愛,13427,,https://yt1s.com/youtube-to-mp4/en11?q=https%3A//www.youtube.com/watch%3Fv%3DlROHMUcJZgc,https://www.youtube.com/watch?v=lROHMUcJZgc
20150919,本土古法盆曬生抽　觀塘街坊撐足半世紀,2872,,https://yt1s.com/youtube-to-mp4/en11?q=https%3A//www.youtube.com/watch%3Fv%3Dwo9i7LaxmiY,https://www.youtube.com/watch?v=wo9i7LaxmiY
20150919,玩勻東京遊戲展新作　星球大戰40人連線亂鬥,671,,https://yt1s.com/youtube-to-mp4/en11?q=https%3A//www.youtube.com/watch%3Fv%3DzsYwhiO1lm0,https://www.youtube.com/watch?v=zsYwhiO1lm0
20150920,實試淘寶極平蒸氣熨斗　夠熱夠快煮杯麵都得,5228,,https://yt1s.com/youtube-to-mp4/en11?q=https%3A//www.youtube.com/watch%3Fv%3D2KAFGOMXfHk,https://www.youtube.com/watch?v=2KAFGOMXfHk
20150920,古老玻璃罐當時興　自製甜品小罐賣相夠潮,3407,,https://yt1s.com/youtube-to-mp4/en11?q=https%3A//www.youtube.com/watch%3Fv%3DOLE9RiG0RCg,https://www.youtube.com/watch?v=OLE9RiG0RCg
20150920,港男買鞋唔識保養　教你皮鞋波鞋打理之道,21867,,https://yt1s.com/youtube-to-mp4/en11?q=https%3A//www.youtube.com/watch%3Fv%3DTCStVDF6Vxo,https://www.youtube.com/watch?v=TCStVDF6Vxo
20150920,英國俊男美女靚聲王　無伴奏合唱結合劇場元素,376,,https://yt1s.com/youtube-to-mp4/en11?q=https%3A//www.youtube.com/watch%3Fv%3DcKBthKpgoTg,https://www.youtube.com/watch?v=cKBthKpgoTg
20150920,簡約風經典小黑裙　素色配襯突出亮點,699,,https://yt1s.com/youtube-to-mp4/en11?q=https%3A//www.youtube.com/watch%3Fv%3DpIGvJKIQVrE,https://www.youtube.com/watch?v=pIGvJKIQVrE
20150920,【微波爐食譜】叮叮西多士杯5分鐘食得,20504,,https://yt1s.com/youtube-to-mp4/en11?q=https%3A//www.youtube.com/watch%3Fv%3Dw9Ylun5ijgI,https://www.youtube.com/watch?v=w9Ylun5ijgI
20150921,昔日為建海中水庫　船灣沿岸水淹六村喊住搬,4592,,https://yt1s.com/youtube-to-mp4/en11?q=https%3A//www.youtube.com/watch%3Fv%3D9quJwz0_sNg,https://www.youtube.com/watch?v=9quJwz0_sNg
20150921,【街道搜查】中環雪廠街冰庫　北美鮮冰坐船來港,4723,,https://yt1s.com/youtube-to-mp4/en11?q=https%3A//www.youtube.com/watch%3Fv%3DBBHN0c_BT9U,https://www.youtube.com/watch?v=BBHN0c_BT9U
20150921,拆解Miss Hunny美妝魔法　畫粗眉增壓台感,3029,,https://yt1s.com/youtube-to-mp4/en11?q=https%3A//www.youtube.com/watch%3Fv%3DGGNok_AExAg,https://www.youtube.com/watch?v=GGNok_AExAg
20150921,牛下雞蛋仔潮州冷糕　中秋廟會重現江湖,8358,,https://yt1s.com/youtube-to-mp4/en11?q=https%3A//www.youtube.com/watch%3Fv%3DRFm5AeCzOZQ,https://www.youtube.com/watch?v=RFm5AeCzOZQ
20150921,年輕建築師嘆港發展急促　大牌檔燒鵝緬懷市井文化,739,,https://yt1s.com/youtube-to-mp4/en11?q=https%3A//www.youtube.com/watch%3Fv%3DbC6o8JILyt0,https://www.youtube.com/watch?v=bC6o8JILyt0
20150921,澳洲荷伯特露天市場　400檔自家農產品邊行邊吃,690,,https://yt1s.com/youtube-to-mp4/en11?q=https%3A//www.youtube.com/watch%3Fv%3DecHTJfdoEgs,https://www.youtube.com/watch?v=ecHTJfdoEgs
20150921,大熱café racer復刻　意國新車抵玩,18613,,https://yt1s.com/youtube-to-mp4/en11?q=https%3A//www.youtube.com/watch%3Fv%3Dv1UuiERS8xg,https://www.youtube.com/watch?v=v1UuiERS8xg
20150921,親子大笑瑜伽　笑走壓力卡路里,747,,https://yt1s.com/youtube-to-mp4/en11?q=https%3A//www.youtube.com/watch%3Fv%3Dv9jPZKqcAPY,https://www.youtube.com/watch?v=v9jPZKqcAPY
20150922,本田型格都市Vezel　輕巧小車空間大,43864,,https://yt1s.com/youtube-to-mp4/en11?q=https%3A//www.youtube.com/watch%3Fv%3D-mltDuVYkF8,https://www.youtube.com/watch?v=-mltDuVYkF8
20150922,中樂Jam過界　古箏DJ色士風即興Battle,575,,https://yt1s.com/youtube-to-mp4/en11?q=https%3A//www.youtube.com/watch%3Fv%3D9cOSNZtsrvA,https://www.youtube.com/watch?v=9cOSNZtsrvA
20150922,美容專櫃至筍攻略　500蚊化妝掃貨兼染眉毛,1566,,https://yt1s.com/youtube-to-mp4/en11?q=https%3A//www.youtube.com/watch%3Fv%3DckwnsPJbBPg,https://www.youtube.com/watch?v=ckwnsPJbBPg
20150922,Speed Dating突圍必勝法　前主播教妳如何秒殺目標,5739,,https://yt1s.com/youtube-to-mp4/en11?q=https%3A//www.youtube.com/watch%3Fv%3DtYPVugzm044,https://www.youtube.com/watch?v=tYPVugzm044
20150922,摩洛哥老城探索七彩陶瓷　工匠巧手砌經典馬賽克,3309,,https://yt1s.com/youtube-to-mp4/en11?q=https%3A//www.youtube.com/watch%3Fv%3DuK5H-f_bmQI,https://www.youtube.com/watch?v=uK5H-f_bmQI
20150922,大廚出走高級食府　巧手廚藝落入凡間,59455,,https://yt1s.com/youtube-to-mp4/en11?q=https%3A//www.youtube.com/watch%3Fv%3DwqhGoSIslrU,https://www.youtube.com/watch?v=wqhGoSIslrU
20150923,挪威盛夏遊最北城鎮　踏萬年冰川尋極地藍,322,,https://yt1s.com/youtube-to-mp4/en11?q=https%3A//www.youtube.com/watch%3Fv%3D5JvyOE8iEeY,https://www.youtube.com/watch?v=5JvyOE8iEeY
20150923,剃頭一年重新出髮　陳淑莊演繹短髮女人味,6711,,https://yt1s.com/youtube-to-mp4/en11?q=https%3A//www.youtube.com/watch%3Fv%3DLbLRZ_LOzjM,https://www.youtube.com/watch?v=LbLRZ_LOzjM
20150923,【6s實戰】iP6s/6s+開箱報告　盒面大玩Colorful,11676,,https://yt1s.com/youtube-to-mp4/en11?q=https%3A//www.youtube.com/watch%3Fv%3DQPvxAxUzXPY,https://www.youtube.com/watch?v=QPvxAxUzXPY
20150923,【6s實戰】iPhone 6s率先到手　實試新鏡頭影相靚幾多？,16290,,https://yt1s.com/youtube-to-mp4/en11?q=https%3A//www.youtube.com/watch%3Fv%3DQyQZqRYIgXw,https://www.youtube.com/watch?v=QyQZqRYIgXw
20150923,Apple Watch OS 2大解構　終於可以自設專屬錶面,12739,,https://yt1s.com/youtube-to-mp4/en11?q=https%3A//www.youtube.com/watch%3Fv%3DZTyH2Y3fJ70,https://www.youtube.com/watch?v=ZTyH2Y3fJ70
20150923,【6s實戰】測試3D Touch靈敏度　舊6s機殼照用到,5834,,https://yt1s.com/youtube-to-mp4/en11?q=https%3A//www.youtube.com/watch%3Fv%3DoRtss9GmoBU,https://www.youtube.com/watch?v=oRtss9GmoBU
20150924,第一次約會要小心　素顏示人敢唔敢？,2131,,https://yt1s.com/youtube-to-mp4/en11?q=https%3A//www.youtube.com/watch%3Fv%3D81Ka4TQRsj4,https://www.youtube.com/watch?v=81Ka4TQRsj4
20150924,金雀樂意相繼結業　3大港式西餐廳扒照鋸,27803,,https://yt1s.com/youtube-to-mp4/en11?q=https%3A//www.youtube.com/watch%3Fv%3DFLnmCzDlEH0,https://www.youtube.com/watch?v=FLnmCzDlEH0
20150924,鼻鼾點解咁大聲？　中醫幫你尋找致鼾黑點,25526,,https://yt1s.com/youtube-to-mp4/en11?q=https%3A//www.youtube.com/watch%3Fv%3DVBnaoQ6N8Z0,https://www.youtube.com/watch?v=VBnaoQ6N8Z0
20150924,iP6s前置鏡頭大升級　自拍實試屏幕補光夠自然,5555,,https://yt1s.com/youtube-to-mp4/en11?q=https%3A//www.youtube.com/watch%3Fv%3Da3-wbZdeFxs,https://www.youtube.com/watch?v=a3-wbZdeFxs
20150924,居港韓妹自醃泡菜　超級易整一撈即掂,24408,,https://yt1s.com/youtube-to-mp4/en11?q=https%3A//www.youtube.com/watch%3Fv%3Dpf5g0guCcK4,https://www.youtube.com/watch?v=pf5g0guCcK4
20150924,燒嘢食最緊要有火　中大博士教你起爐必勝法,13133,,https://yt1s.com/youtube-to-mp4/en11?q=https%3A//www.youtube.com/watch%3Fv%3DwuDIIW3LcwA,https://www.youtube.com/watch?v=wuDIIW3LcwA
20150925,西貢白沙澳客家村　百年碉樓鬼佬最愛,10429,,https://yt1s.com/youtube-to-mp4/en11?q=https%3A//www.youtube.com/watch%3Fv%3D7gZSHYx7QCE,https://www.youtube.com/watch?v=7gZSHYx7QCE
20150925,識叉一定係咁叉　BBQ專家教你叉嘢食大法,100584,,https://yt1s.com/youtube-to-mp4/en11?q=https%3A//www.youtube.com/watch%3Fv%3DGN7zZsVbobs,https://www.youtube.com/watch?v=GN7zZsVbobs
20150925,專家睇淡iPhone 6s行情　想炒記住唔好拆包裝,6628,,https://yt1s.com/youtube-to-mp4/en11?q=https%3A//www.youtube.com/watch%3Fv%3DHOHz4gdry_g,https://www.youtube.com/watch?v=HOHz4gdry_g
20150925,福士入門級Passat識按摩　打工仔過足老闆癮,9315,,https://yt1s.com/youtube-to-mp4/en11?q=https%3A//www.youtube.com/watch%3Fv%3DKgjEeoXIV1Y,https://www.youtube.com/watch?v=KgjEeoXIV1Y
20150925,【雨傘一周年】300件雨傘物件重現　海報藝術品散落社區,251,,https://yt1s.com/youtube-to-mp4/en11?q=https%3A//www.youtube.com/watch%3Fv%3DPEw2R5_5OBM,https://www.youtube.com/watch?v=PEw2R5_5OBM
20150925,$50抵食4餸全有機午餐　健康飲食唔只係中產玩意,1748,,https://yt1s.com/youtube-to-mp4/en11?q=https%3A//www.youtube.com/watch%3Fv%3DROeKMKgq3Nc,https://www.youtube.com/watch?v=ROeKMKgq3Nc
20150925,業餘都可以好專業　正職以外玩出第二人生,485,,https://yt1s.com/youtube-to-mp4/en11?q=https%3A//www.youtube.com/watch%3Fv%3DWC-Bv1PfEeo,https://www.youtube.com/watch?v=WC-Bv1PfEeo
20150925,【雨傘一周年】感恩傘下有你　互相打氣長命過689,263,,https://yt1s.com/youtube-to-mp4/en11?q=https%3A//www.youtube.com/watch%3Fv%3Dpws0VVTE5ak,https://www.youtube.com/watch?v=pws0VVTE5ak
20150926,東京六本木機動戰士展　1比1戰損高達頭現身,5620,,https://yt1s.com/youtube-to-mp4/en11?q=https%3A//www.youtube.com/watch%3Fv%3D1vF_aNeh_Sc,https://www.youtube.com/watch?v=1vF_aNeh_Sc
20150926,法國總廚教你燒烤配美酒　中秋佳節試法式BBQ,1289,,https://yt1s.com/youtube-to-mp4/en11?q=https%3A//www.youtube.com/watch%3Fv%3D9m7FwfU-hRU,https://www.youtube.com/watch?v=9m7FwfU-hRU
20150926,中秋去邊BBQ好？隱世燒烤勝地邊燒邊賞月,2457,,https://yt1s.com/youtube-to-mp4/en11?q=https%3A//www.youtube.com/watch%3Fv%3DR4_3Oo-t6do,https://www.youtube.com/watch?v=R4_3Oo-t6do
20150926,iPhone 6s開賣炒唔起　街檔實機試放冇人肯收,22701,,https://yt1s.com/youtube-to-mp4/en11?q=https%3A//www.youtube.com/watch%3Fv%3DUFWgHYhGFes,https://www.youtube.com/watch?v=UFWgHYhGFes
20150926,【雨傘一周年】佔中明信片主題咖啡店　不設服務倡自主精神,467,,https://yt1s.com/youtube-to-mp4/en11?q=https%3A//www.youtube.com/watch%3Fv%3DcmsIf7denoA,https://www.youtube.com/watch?v=cmsIf7denoA
20150926,實試網上熱爆生果BBQ　金枕頭燒出苦瓜味,29247,,https://yt1s.com/youtube-to-mp4/en11?q=https%3A//www.youtube.com/watch%3Fv%3DnNaNRmWuZb0,https://www.youtube.com/watch?v=nNaNRmWuZb0
20150926,最新微型Cushion遮瑕筆　至啱修飾凹凸刁鑽位,6749,,https://yt1s.com/youtube-to-mp4/en11?q=https%3A//www.youtube.com/watch%3Fv%3DrN2lKdEOR3s,https://www.youtube.com/watch?v=rN2lKdEOR3s
20150927,事業女性抬頭　女強人造型必備幼絲巾,604,,https://yt1s.com/youtube-to-mp4/en11?q=https%3A//www.youtube.com/watch%3Fv%3D-RUJOR_avxE,https://www.youtube.com/watch?v=-RUJOR_avxE
20150927,BBQ齋搽蜜糖太寡？教你自製4款簡易百搭醬汁,14998,,https://yt1s.com/youtube-to-mp4/en11?q=https%3A//www.youtube.com/watch%3Fv%3D3B-xOolvFDA,https://www.youtube.com/watch?v=3B-xOolvFDA
20150927,【雨傘一周年】律師寫傘運英文書　助外國人理解港政治形勢,411,,https://yt1s.com/youtube-to-mp4/en11?q=https%3A//www.youtube.com/watch%3Fv%3D9dzaJ6IYlDs,https://www.youtube.com/watch?v=9dzaJ6IYlDs
20150927,幫寵物施行急救　緊記檢查呼吸及心跳頻率,836,,https://yt1s.com/youtube-to-mp4/en11?q=https%3A//www.youtube.com/watch%3Fv%3DIerxlI131SY,https://www.youtube.com/watch?v=IerxlI131SY
20150927,Android轉iPhone唔使怕　免費App幫你輕鬆轉移資料,95543,,https://yt1s.com/youtube-to-mp4/en11?q=https%3A//www.youtube.com/watch%3Fv%3DKNtyB1opbrE,https://www.youtube.com/watch?v=KNtyB1opbrE
20150927,3大熱選琺瑯鑄鐵鍋　鬥燜牛肋骨邊個最腍？,3284,,https://yt1s.com/youtube-to-mp4/en11?q=https%3A//www.youtube.com/watch%3Fv%3DedM5T7hm4Ko,https://www.youtube.com/watch?v=edM5T7hm4Ko
20150927,為無家動物免費絕育　停止人道毁滅悲歌,352,,https://yt1s.com/youtube-to-mp4/en11?q=https%3A//www.youtube.com/watch%3Fv%3DuN4fRrcWOnc,https://www.youtube.com/watch?v=uN4fRrcWOnc
20150928,實試iPhone 6s主鏡頭　像素大升級影人靚得多,1070,,https://yt1s.com/youtube-to-mp4/en11?q=https%3A//www.youtube.com/watch%3Fv%3D687C2iddP4E,https://www.youtube.com/watch?v=687C2iddP4E
20150928,烏干達HIV婦女再培訓　自力更生重燃生活希望,328,,https://yt1s.com/youtube-to-mp4/en11?q=https%3A//www.youtube.com/watch%3Fv%3DC781G4mPgXU,https://www.youtube.com/watch?v=C781G4mPgXU
20150928,拉丁舞后戰鞋要夠閃　5吋流蘇高跟鞋穿出搖曳性感,4383,,https://yt1s.com/youtube-to-mp4/en11?q=https%3A//www.youtube.com/watch%3Fv%3DGHSG0xGhDgc,https://www.youtube.com/watch?v=GHSG0xGhDgc
20150928,【雨傘一周年】元祖高達神級改造　撐起雨傘籲勿忘初衷,16253,,https://yt1s.com/youtube-to-mp4/en11?q=https%3A//www.youtube.com/watch%3Fv%3DIHDx_xTYusM,https://www.youtube.com/watch?v=IHDx_xTYusM
20150928,親臨蘇州拜訪蟹農　尋找正宗陽澄湖大閘蟹,2231,,https://yt1s.com/youtube-to-mp4/en11?q=https%3A//www.youtube.com/watch%3Fv%3DS6tibTWp118,https://www.youtube.com/watch?v=S6tibTWp118
20150928,高跟鞋款點樣分？鞋店經理教你正確鞋款讀音,580,,https://yt1s.com/youtube-to-mp4/en11?q=https%3A//www.youtube.com/watch%3Fv%3DnGGbxbwHfVA,https://www.youtube.com/watch?v=nGGbxbwHfVA
20150928,【街道搜查】死亡彎角電車易出軌　拉直金鐘道減交通意外,19008,,https://yt1s.com/youtube-to-mp4/en11?q=https%3A//www.youtube.com/watch%3Fv%3Dq3Mt6NdBwlo,https://www.youtube.com/watch?v=q3Mt6NdBwlo
20150929,中秋過後有罐用　改裝月餅罐變夾萬層架,3006,,https://yt1s.com/youtube-to-mp4/en11?q=https%3A//www.youtube.com/watch%3Fv%3DCfvGk9e_6FA,https://www.youtube.com/watch?v=CfvGk9e_6FA
20150929,「喬布斯」復活現身中環　對iPhone 6s口裏說不,686,,https://yt1s.com/youtube-to-mp4/en11?q=https%3A//www.youtube.com/watch%3Fv%3DJA6bu1FgpGg,https://www.youtube.com/watch?v=JA6bu1FgpGg
20150929,iPhone 6s保護殼推介　防塵防撞仲浸得水,6644,,https://yt1s.com/youtube-to-mp4/en11?q=https%3A//www.youtube.com/watch%3Fv%3DUIG9_TFlMAo,https://www.youtube.com/watch?v=UIG9_TFlMAo
20150929,iPhone 6s電量大測試　播片打機比舊機慳電,22069,,https://yt1s.com/youtube-to-mp4/en11?q=https%3A//www.youtube.com/watch%3Fv%3DZP6Ley1OHbc,https://www.youtube.com/watch?v=ZP6Ley1OHbc
20150929,憶先父服務天文台33年　劉天賜重臨舊地話當年,1764,,https://yt1s.com/youtube-to-mp4/en11?q=https%3A//www.youtube.com/watch%3Fv%3D_O36zFrRc64,https://www.youtube.com/watch?v=_O36zFrRc64
20150929,實試遮毛孔底霜遮蓋度　醫生教你卸乾淨無暗瘡,15089,,https://yt1s.com/youtube-to-mp4/en11?q=https%3A//www.youtube.com/watch%3Fv%3DbDy2KCZf2z8,https://www.youtube.com/watch?v=bDy2KCZf2z8
20150929,酒店豪嘆極品魚子醬　5.6萬蚊罐真正「堅離地」享受,24359,,https://yt1s.com/youtube-to-mp4/en11?q=https%3A//www.youtube.com/watch%3Fv%3DpqPDB6-2QAo,https://www.youtube.com/watch?v=pqPDB6-2QAo
20150929,塔斯曼尼亞古法釀Gin酒　銀行家深山採莓覓泉水,400,,https://yt1s.com/youtube-to-mp4/en11?q=https%3A//www.youtube.com/watch%3Fv%3DtTKmwuKv2ZY,https://www.youtube.com/watch?v=tTKmwuKv2ZY
20150930,德國直擊福士車城賞經典　雙塔泊800車無土地問題,3854,,https://yt1s.com/youtube-to-mp4/en11?q=https%3A//www.youtube.com/watch%3Fv%3DCd0PZDY0Sos,https://www.youtube.com/watch?v=Cd0PZDY0Sos
20150930,英倫主題古董車展　50部絕版mini罕有露面,15212,,https://yt1s.com/youtube-to-mp4/en11?q=https%3A//www.youtube.com/watch%3Fv%3DKHchFF4-6ZE,https://www.youtube.com/watch?v=KHchFF4-6ZE
20150930,運動員推介訓練Apps　渣馬女神最愛超越自己,1087,,https://yt1s.com/youtube-to-mp4/en11?q=https%3A//www.youtube.com/watch%3Fv%3DT_dauAvnAAM,https://www.youtube.com/watch?v=T_dauAvnAAM
20150930,教師情侶棄高薪唔買樓　千金散盡開慢活手作店,1170,,https://yt1s.com/youtube-to-mp4/en11?q=https%3A//www.youtube.com/watch%3Fv%3DTh27K6Wjm8c,https://www.youtube.com/watch?v=Th27K6Wjm8c
20150930,iPhone 6s力戰3大日韓新機　邊部先至係機王？,22819,,https://yt1s.com/youtube-to-mp4/en11?q=https%3A//www.youtube.com/watch%3Fv%3DWXJQKsRFQ2M,https://www.youtube.com/watch?v=WXJQKsRFQ2M
20150930,iPhone 6s實試4K拍攝　細緻度高設定麻煩,10689,,https://yt1s.com/youtube-to-mp4/en11?q=https%3A//www.youtube.com/watch%3Fv%3DXfDh0UBzbO8,https://www.youtube.com/watch?v=XfDh0UBzbO8
20150930,貝安琪教襯色修飾唇眼　化出性感高貴妝容,559,,https://yt1s.com/youtube-to-mp4/en11?q=https%3A//www.youtube.com/watch%3Fv%3DpQe00VT7aVU,https://www.youtube.com/watch?v=pQe00VT7aVU
20150930,西班牙頂級煙熏牛火腿　平過黑毛豬仲冇咁肥,3742,,https://yt1s.com/youtube-to-mp4/en11?q=https%3A//www.youtube.com/watch%3Fv%3DvehUmEUCSxQ,https://www.youtube.com/watch?v=vehUmEUCSxQ
20151001,格陵蘭坐艇穿梭冰川間　巧遇北極熊餵奶親子Show,802,,https://yt1s.com/youtube-to-mp4/en11?q=https%3A//www.youtube.com/watch%3Fv%3D1DCy0Vz8cQQ,https://www.youtube.com/watch?v=1DCy0Vz8cQQ
20151001,中國貪官荒淫艷聞　共享情婦先係自己人,7927,,https://yt1s.com/youtube-to-mp4/en11?q=https%3A//www.youtube.com/watch%3Fv%3DOvVAaFfEHeA,https://www.youtube.com/watch?v=OvVAaFfEHeA
20151001,當港人母語變成普通話　唱國歌會更有感情嗎？,7367,,https://yt1s.com/youtube-to-mp4/en11?q=https%3A//www.youtube.com/watch%3Fv%3DUO3BlbwqQQI,https://www.youtube.com/watch?v=UO3BlbwqQQI
20151001,維港唔止煙花特別多　百年填海工程原來未停過,1861,,https://yt1s.com/youtube-to-mp4/en11?q=https%3A//www.youtube.com/watch%3Fv%3DVZ_hblneqo8,https://www.youtube.com/watch?v=VZ_hblneqo8
20151001,登陸格陵蘭感受極地生活　居民最怕去廁所除褲,5776,,https://yt1s.com/youtube-to-mp4/en11?q=https%3A//www.youtube.com/watch%3Fv%3DY3WprQeRgtE,https://www.youtube.com/watch?v=Y3WprQeRgtE
20151001,物理治療師教揀靚枕頭　配合睡姿提升睡眠質素,18565,,https://yt1s.com/youtube-to-mp4/en11?q=https%3A//www.youtube.com/watch%3Fv%3Dj5RBcSbaegI,https://www.youtube.com/watch?v=j5RBcSbaegI
